battle_time,map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20260313T195144.000Z,Opening Move,Knockout,Retropolis,knockout,True,LEON,DYNAMIKE,RICO,GENE,POCO,PEARL,Assassin,Artillery,Damage Dealer,Controller,Support,Damage Dealer,Legendary,Super Rare,Super Rare,Mythic,Rare,Epic
20260313T194939.000Z,Opening Move,Knockout,Retropolis,knockout,False,GUS,GENE,SIRIUS,POCO,PEARL,GENE,Support,Controller,Unknown,Support,Damage Dealer,Controller,Super Rare,Mythic,Ultra Legendary,Rare,Epic,Mythic
20260313T194547.000Z,Opening Move,Knockout,Retropolis,knockout,True,SIRIUS,GRAY,DOUG,POCO,R-T,DOUG,Unknown,Support,Support,Support,Damage Dealer,Support,Ultra Legendary,Mythic,Mythic,Rare,Mythic,Mythic
20260313T194326.000Z,Opening Move,Knockout,Retropolis,knockout,True,POCO,DOUG,R-T,BONNIE,LEON,SIRIUS,Support,Support,Damage Dealer,Marksman,Assassin,Unknown,Rare,Mythic,Mythic,Epic,Legendary,Ultra Legendary
20260313T194120.000Z,Opening Move,Knockout,Retropolis,knockout,True,MORTIS,SIRIUS,GRAY,R-T,PIPER,COLETTE,Assassin,Unknown,Support,Damage Dealer,Marksman,Damage Dealer,Mythic,Ultra Legendary,Mythic,Mythic,Epic,Epic
20260313T193925.000Z,Opening Move,Knockout,Retropolis,knockout,False,FINX,PIERCE,DYNAMIKE,COLETTE,PIPER,R-T,Unknown,Unknown,Artillery,Damage Dealer,Marksman,Damage Dealer,Mythic,Legendary,Super Rare,Epic,Epic,Mythic
20260313T193642.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLETTE,R-T,PIPER,MORTIS,KIT,FRANK,Damage Dealer,Damage Dealer,Marksman,Assassin,Support,Tank,Epic,Mythic,Epic,Mythic,Legendary,Epic
20260313T193520.000Z,Opening Move,Knockout,Retropolis,knockout,False,DYNAMIKE,PEARL,STU,COLETTE,PIPER,R-T,Artillery,Damage Dealer,Assassin,Damage Dealer,Marksman,Damage Dealer,Super Rare,Epic,Epic,Epic,Epic,Mythic
20260313T193310.000Z,Opening Move,Knockout,Retropolis,knockout,True,SQUEAK,R-T,PIPER,RICO,GROM,JAE-YONG,Controller,Damage Dealer,Marksman,Damage Dealer,Artillery,Unknown,Mythic,Mythic,Epic,Super Rare,Epic,Mythic
20260313T193127.000Z,Opening Move,Knockout,Retropolis,knockout,False,GROM,BYRON,RICO,SQUEAK,PIPER,R-T,Artillery,Support,Damage Dealer,Controller,Marksman,Damage Dealer,Epic,Mythic,Super Rare,Mythic,Epic,Mythic
20260313T192847.000Z,Opening Move,Knockout,Retropolis,knockout,True,PIPER,R-T,SQUEAK,GRIFF,MANDY,KIT,Marksman,Damage Dealer,Controller,Controller,Marksman,Support,Epic,Mythic,Mythic,Epic,Epic,Legendary
20260313T192716.000Z,Opening Move,Knockout,Retropolis,knockout,False,SQUEAK,LILY,R-T,GROM,LEON,PEARL,Controller,Assassin,Damage Dealer,Artillery,Assassin,Damage Dealer,Mythic,Mythic,Mythic,Epic,Legendary,Epic
20260313T192455.000Z,Opening Move,Knockout,Retropolis,knockout,False,CROW,MANDY,SQUEAK,SQUEAK,LILY,R-T,Assassin,Marksman,Controller,Controller,Assassin,Damage Dealer,Legendary,Epic,Mythic,Mythic,Mythic,Mythic
20260313T192133.000Z,Opening Move,Knockout,Retropolis,knockout,True,SQUEAK,R-T,LILY,LEON,KIT,COLT,Controller,Damage Dealer,Assassin,Assassin,Support,Damage Dealer,Mythic,Mythic,Mythic,Legendary,Legendary,Rare
20260313T191710.000Z,Opening Move,Knockout,Retropolis,knockout,True,SQUEAK,GENE,R-T,STU,RICO,TICK,Controller,Controller,Damage Dealer,Assassin,Damage Dealer,Artillery,Mythic,Mythic,Mythic,Epic,Super Rare,Super Rare
20260313T191504.000Z,Opening Move,Knockout,Retropolis,knockout,False,PIPER,GROM,MAISIE,SQUEAK,GENE,R-T,Marksman,Artillery,Marksman,Controller,Controller,Damage Dealer,Epic,Epic,Epic,Mythic,Mythic,Mythic
20260313T185827.000Z,Opening Move,Knockout,Retropolis,knockout,True,BYRON,LILY,R-T,CORDELIUS,DYNAMIKE,COLT,Support,Assassin,Damage Dealer,Assassin,Artillery,Damage Dealer,Mythic,Mythic,Mythic,Legendary,Super Rare,Rare
20260313T185549.000Z,Opening Move,Knockout,Retropolis,knockout,True,BYRON,LILY,R-T,MORTIS,BYRON,GALE,Support,Assassin,Damage Dealer,Assassin,Support,Controller,Mythic,Mythic,Mythic,Mythic,Mythic,Epic
20260313T230511.000Z,Quintillion,Heist,Bizarrecircus,heist,False,CHUCK,GIGI,MELODIE,BO,KAZE,CROW,Damage Dealer,Unknown,Assassin,Controller,Unknown,Assassin,Mythic,Mythic,Mythic,Epic,Ultra Legendary,Legendary
20260313T230404.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BIBI,COLT,DARRYL,CHUCK,MELODIE,GIGI,Tank,Damage Dealer,Tank,Damage Dealer,Assassin,Unknown,Epic,Rare,Super Rare,Mythic,Mythic,Mythic
20260313T230233.000Z,Quintillion,Heist,Bizarrecircus,heist,True,GIGI,CHUCK,MELODIE,DYNAMIKE,CARL,DARRYL,Unknown,Damage Dealer,Assassin,Artillery,Damage Dealer,Tank,Mythic,Mythic,Mythic,Super Rare,Super Rare,Super Rare
20260313T230055.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,POCO,EL PRIMO,SHELLY,CROW,BULL,SIRIUS,Support,Tank,Damage Dealer,Assassin,Tank,Unknown,Rare,Rare,Common,Legendary,Rare,Ultra Legendary
20260313T234727.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,MORTIS,TARA,BIBI,Controller,Support,Controller,Assassin,Damage Dealer,Tank,Epic,Mythic,Legendary,Mythic,Mythic,Epic
20260313T234441.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,PIERCE,COLT,BIBI,Controller,Support,Controller,Unknown,Damage Dealer,Tank,Epic,Mythic,Legendary,Legendary,Rare,Epic
20260313T234123.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,CROW,R-T,EMZ,GRAY,SANDY,Tank,Assassin,Damage Dealer,Controller,Support,Controller,Epic,Legendary,Mythic,Epic,Mythic,Legendary
20260313T233808.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,GRAY,EMZ,SANDY,MELODIE,BIBI,TICK,Support,Controller,Controller,Assassin,Tank,Artillery,Mythic,Epic,Legendary,Mythic,Epic,Super Rare
20260313T233502.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,BIBI,EMZ,RICO,Controller,Support,Controller,Tank,Controller,Damage Dealer,Epic,Mythic,Legendary,Epic,Epic,Super Rare
20260313T233049.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,BUZZ,MORTIS,EMZ,GRAY,SANDY,Tank,Assassin,Assassin,Controller,Support,Controller,Epic,Mythic,Mythic,Epic,Mythic,Legendary
20260313T232634.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,LEON,EMZ,SPIKE,EMZ,GRAY,SANDY,Assassin,Controller,Damage Dealer,Controller,Support,Controller,Legendary,Epic,Legendary,Epic,Mythic,Legendary
20260313T232313.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,SIRIUS,CROW,BIBI,Controller,Support,Controller,Unknown,Assassin,Tank,Epic,Mythic,Legendary,Ultra Legendary,Legendary,Epic
20260313T232052.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,CROW,OLLIE,EMZ,GRAY,SANDY,Tank,Assassin,Unknown,Controller,Support,Controller,Epic,Legendary,Mythic,Epic,Mythic,Legendary
20260313T231757.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,RICO,BIBI,MORTIS,GRAY,EMZ,SANDY,Damage Dealer,Tank,Assassin,Support,Controller,Controller,Super Rare,Epic,Mythic,Mythic,Epic,Legendary
20260313T231410.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,CORDELIUS,JACKY,BIBI,Controller,Support,Controller,Assassin,Tank,Tank,Epic,Mythic,Legendary,Legendary,Super Rare,Epic
20260313T231039.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,MELODIE,MORTIS,BIBI,EMZ,GRAY,SANDY,Assassin,Assassin,Tank,Controller,Support,Controller,Mythic,Mythic,Epic,Epic,Mythic,Legendary
20260313T230732.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,BO,TICK,EMZ,GRAY,SANDY,Tank,Controller,Artillery,Controller,Support,Controller,Epic,Epic,Super Rare,Epic,Mythic,Legendary
20260313T230425.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,BIBI,SIRIUS,RICO,Controller,Support,Controller,Tank,Unknown,Damage Dealer,Epic,Mythic,Legendary,Epic,Ultra Legendary,Super Rare
20260313T230155.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,GRAY,SANDY,FANG,RICO,BIBI,Controller,Support,Controller,Assassin,Damage Dealer,Tank,Epic,Mythic,Legendary,Mythic,Super Rare,Epic
20260313T225840.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,SANDY,STU,GALE,RICO,CLANCY,Controller,Controller,Assassin,Controller,Damage Dealer,Damage Dealer,Epic,Legendary,Epic,Epic,Super Rare,Mythic
20260313T225534.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,STU,SANDY,SIRIUS,COLT,BIBI,Controller,Assassin,Controller,Unknown,Damage Dealer,Tank,Epic,Epic,Legendary,Ultra Legendary,Rare,Epic
20260313T225236.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,STU,EMZ,SANDY,CORDELIUS,MORTIS,COLT,Assassin,Controller,Controller,Assassin,Assassin,Damage Dealer,Epic,Epic,Legendary,Legendary,Mythic,Rare
20260313T225051.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,COLETTE,EMZ,BIBI,EMZ,STU,SANDY,Damage Dealer,Controller,Tank,Controller,Assassin,Controller,Epic,Epic,Epic,Epic,Epic,Legendary
20260313T163152.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,STU,SANDY,DARRYL,BIBI,MORTIS,Controller,Assassin,Controller,Tank,Tank,Assassin,Epic,Epic,Legendary,Super Rare,Epic,Mythic
20260313T162921.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,MORTIS,GLOWBERT,EMZ,SANDY,STU,Tank,Assassin,Unknown,Controller,Controller,Assassin,Epic,Mythic,Mythic,Epic,Legendary,Epic
20260313T162644.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,STU,SANDY,RICO,BULL,FANG,Controller,Assassin,Controller,Damage Dealer,Tank,Assassin,Epic,Epic,Legendary,Super Rare,Rare,Mythic
20260313T162329.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,FRANK,FANG,RICO,EMZ,STU,SANDY,Tank,Assassin,Damage Dealer,Controller,Assassin,Controller,Epic,Mythic,Super Rare,Epic,Epic,Legendary
20260313T162022.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,CROW,BIBI,MORTIS,EMZ,STU,SANDY,Assassin,Tank,Assassin,Controller,Assassin,Controller,Legendary,Epic,Mythic,Epic,Epic,Legendary
20260313T161800.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EMZ,STU,SANDY,KENJI,FANG,BIBI,Controller,Assassin,Controller,Assassin,Assassin,Tank,Epic,Epic,Legendary,Legendary,Mythic,Epic
20260314T014754.000Z,Opening Move,Knockout,Retropolis,knockout,True,SIRIUS,MANDY,BIBI,GUS,LEON,CROW,Unknown,Marksman,Tank,Support,Assassin,Assassin,Ultra Legendary,Epic,Epic,Super Rare,Legendary,Legendary
20260314T014359.000Z,Opening Move,Knockout,Retropolis,knockout,True,LEON,CROW,GUS,CROW,ZIGGY,LEON,Assassin,Assassin,Support,Assassin,Unknown,Assassin,Legendary,Legendary,Super Rare,Legendary,Mythic,Legendary
20260314T014000.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,EDGAR,LEON,CORDELIUS,MANDY,RICO,Support,Assassin,Assassin,Assassin,Marksman,Damage Dealer,Super Rare,Epic,Legendary,Legendary,Epic,Super Rare
20260314T013514.000Z,Opening Move,Knockout,Retropolis,knockout,False,LEON,GROM,BIBI,GUS,LEON,EDGAR,Assassin,Artillery,Tank,Support,Assassin,Assassin,Legendary,Epic,Epic,Super Rare,Legendary,Epic
20260314T013257.000Z,Opening Move,Knockout,Retropolis,knockout,False,GUS,EDGAR,LEON,BROCK,LEON,BELLE,Support,Assassin,Assassin,Marksman,Assassin,Marksman,Super Rare,Epic,Legendary,Rare,Legendary,Epic
20260314T013053.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,MORTIS,COLT,GUS,EDGAR,LEON,Marksman,Assassin,Damage Dealer,Support,Assassin,Assassin,Rare,Mythic,Rare,Super Rare,Epic,Legendary
20260314T012841.000Z,Opening Move,Knockout,Retropolis,knockout,False,JANET,GALE,SIRIUS,GUS,EDGAR,LEON,Marksman,Controller,Unknown,Support,Assassin,Assassin,Mythic,Epic,Ultra Legendary,Super Rare,Epic,Legendary
20260314T012455.000Z,Opening Move,Knockout,Retropolis,knockout,False,SIRIUS,LEON,CARL,GUS,LEON,EDGAR,Unknown,Assassin,Damage Dealer,Support,Assassin,Assassin,Ultra Legendary,Legendary,Super Rare,Super Rare,Legendary,Epic
20260314T012035.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,LEON,EDGAR,SURGE,MELODIE,GRIFF,Support,Assassin,Assassin,Damage Dealer,Assassin,Controller,Super Rare,Legendary,Epic,Legendary,Mythic,Epic
20260314T011722.000Z,Opening Move,Knockout,Retropolis,knockout,False,GUS,LEON,EDGAR,BUZZ,SIRIUS,PENNY,Support,Assassin,Assassin,Assassin,Unknown,Artillery,Super Rare,Legendary,Epic,Mythic,Ultra Legendary,Super Rare
20260314T011338.000Z,Opening Move,Knockout,Retropolis,knockout,False,CROW,SQUEAK,PIPER,GUS,LEON,EDGAR,Assassin,Controller,Marksman,Support,Assassin,Assassin,Legendary,Mythic,Epic,Super Rare,Legendary,Epic
20260314T011053.000Z,Opening Move,Knockout,Retropolis,knockout,True,MORTIS,LEON,CROW,GUS,MR. P,LILY,Assassin,Assassin,Assassin,Support,Controller,Assassin,Mythic,Legendary,Legendary,Super Rare,Mythic,Mythic
20260314T010548.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,GROM,LEON,BIBI,Support,Controller,Assassin,Artillery,Assassin,Tank,Super Rare,Mythic,Mythic,Epic,Legendary,Epic
20260314T010207.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,DYNAMIKE,PIPER,COLT,Support,Controller,Assassin,Artillery,Marksman,Damage Dealer,Super Rare,Mythic,Mythic,Super Rare,Epic,Rare
20260314T005943.000Z,Opening Move,Knockout,Retropolis,knockout,True,DARRYL,ZIGGY,KIT,MR. P,GUS,LILY,Tank,Unknown,Support,Controller,Support,Assassin,Super Rare,Mythic,Legendary,Mythic,Super Rare,Mythic
20260314T005619.000Z,Opening Move,Knockout,Retropolis,knockout,True,CORDELIUS,RICO,BIBI,GUS,MR. P,LILY,Assassin,Damage Dealer,Tank,Support,Controller,Assassin,Legendary,Super Rare,Epic,Super Rare,Mythic,Mythic
20260314T005421.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,GUS,COLT,PIPER,Support,Controller,Assassin,Support,Damage Dealer,Marksman,Super Rare,Mythic,Mythic,Super Rare,Rare,Epic
20260314T005253.000Z,Opening Move,Knockout,Retropolis,knockout,False,BO,DOUG,DARRYL,GUS,MR. P,LILY,Controller,Support,Tank,Support,Controller,Assassin,Epic,Mythic,Super Rare,Super Rare,Mythic,Mythic
20260314T005034.000Z,Opening Move,Knockout,Retropolis,knockout,True,MR. P,LILY,GUS,BARLEY,BIBI,BROCK,Controller,Assassin,Support,Artillery,Tank,Marksman,Mythic,Mythic,Super Rare,Rare,Epic,Rare
20260314T004401.000Z,Opening Move,Knockout,Retropolis,knockout,False,LILY,GUS,MR. P,BIBI,BROCK,SQUEAK,Assassin,Support,Controller,Tank,Marksman,Controller,Mythic,Super Rare,Mythic,Epic,Rare,Mythic
20260314T004043.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,GRAY,OTIS,LEON,Support,Controller,Assassin,Support,Controller,Assassin,Super Rare,Mythic,Mythic,Mythic,Mythic,Legendary
20260314T003742.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,LEON,GUS,BYRON,Support,Controller,Assassin,Assassin,Support,Support,Super Rare,Mythic,Mythic,Legendary,Super Rare,Mythic
20260314T003451.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,MR. P,LILY,BYRON,BELLE,PIPER,Support,Controller,Assassin,Support,Marksman,Marksman,Super Rare,Mythic,Mythic,Mythic,Epic,Epic
20260314T003212.000Z,Opening Move,Knockout,Retropolis,knockout,True,GUS,LILY,MR. P,FINX,MICO,BIBI,Support,Assassin,Controller,Unknown,Assassin,Tank,Super Rare,Mythic,Mythic,Mythic,Mythic,Epic
20260314T001458.000Z,Quintillion,Heist,Bizarrecircus,heist,False,KAZE,SIRIUS,BIBI,MICO,CORDELIUS,SIRIUS,Unknown,Unknown,Tank,Assassin,Assassin,Unknown,Ultra Legendary,Ultra Legendary,Epic,Mythic,Legendary,Ultra Legendary
20260314T001158.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,SIRIUS,JESSIE,SPIKE,Assassin,Assassin,Unknown,Unknown,Controller,Damage Dealer,Legendary,Mythic,Ultra Legendary,Ultra Legendary,Super Rare,Legendary
20260314T000831.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,MELODIE,BIBI,GRIFF,Assassin,Assassin,Unknown,Assassin,Tank,Controller,Legendary,Mythic,Ultra Legendary,Mythic,Epic,Epic
20260314T000447.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,AMBER,BIBI,MICO,Assassin,Assassin,Unknown,Controller,Tank,Assassin,Legendary,Mythic,Ultra Legendary,Legendary,Epic,Mythic
20260314T000238.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,CARL,NITA,BIBI,Assassin,Assassin,Unknown,Damage Dealer,Damage Dealer,Tank,Legendary,Mythic,Ultra Legendary,Super Rare,Rare,Epic
20260313T235940.000Z,Quintillion,Heist,Bizarrecircus,heist,True,MICO,SIRIUS,CORDELIUS,CROW,SIRIUS,EDGAR,Assassin,Unknown,Assassin,Assassin,Unknown,Assassin,Mythic,Ultra Legendary,Legendary,Legendary,Ultra Legendary,Epic
20260313T235731.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,COLT,BIBI,CROW,Assassin,Assassin,Unknown,Damage Dealer,Tank,Assassin,Legendary,Mythic,Ultra Legendary,Rare,Epic,Legendary
20260313T235536.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CROW,RICO,DYNAMIKE,CORDELIUS,MICO,SIRIUS,Assassin,Damage Dealer,Artillery,Assassin,Assassin,Unknown,Legendary,Super Rare,Super Rare,Legendary,Mythic,Ultra Legendary
20260313T235247.000Z,Quintillion,Heist,Bizarrecircus,heist,False,CROW,BO,COLT,CORDELIUS,MICO,SIRIUS,Assassin,Controller,Damage Dealer,Assassin,Assassin,Unknown,Legendary,Epic,Rare,Legendary,Mythic,Ultra Legendary
20260313T234905.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BULL,CORDELIUS,CHESTER,CORDELIUS,MICO,SIRIUS,Tank,Assassin,Damage Dealer,Assassin,Assassin,Unknown,Rare,Legendary,Legendary,Legendary,Mythic,Ultra Legendary
20260313T234648.000Z,Quintillion,Heist,Bizarrecircus,heist,False,CORDELIUS,SIRIUS,MICO,LUMI,BULL,BIBI,Assassin,Unknown,Assassin,Damage Dealer,Tank,Tank,Legendary,Ultra Legendary,Mythic,Mythic,Rare,Epic
20260313T234303.000Z,Quintillion,Heist,Bizarrecircus,heist,False,MANDY,SIRIUS,EMZ,SIRIUS,MICO,CORDELIUS,Marksman,Unknown,Controller,Unknown,Assassin,Assassin,Epic,Ultra Legendary,Epic,Ultra Legendary,Mythic,Legendary
20260313T234019.000Z,Quintillion,Heist,Bizarrecircus,heist,True,SIRIUS,CORDELIUS,MICO,COLT,BIBI,CORDELIUS,Unknown,Assassin,Assassin,Damage Dealer,Tank,Assassin,Ultra Legendary,Legendary,Mythic,Rare,Epic,Legendary
20260313T233722.000Z,Quintillion,Heist,Bizarrecircus,heist,False,EDGAR,COLT,SIRIUS,MICO,CORDELIUS,SIRIUS,Assassin,Damage Dealer,Unknown,Assassin,Assassin,Unknown,Epic,Rare,Ultra Legendary,Mythic,Legendary,Ultra Legendary
20260313T233422.000Z,Quintillion,Heist,Bizarrecircus,heist,False,SIRIUS,RICO,AMBER,SIRIUS,MICO,CORDELIUS,Unknown,Damage Dealer,Controller,Unknown,Assassin,Assassin,Ultra Legendary,Super Rare,Legendary,Ultra Legendary,Mythic,Legendary
20260313T233039.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BULL,CROW,SIRIUS,SIRIUS,MICO,CORDELIUS,Tank,Assassin,Unknown,Unknown,Assassin,Assassin,Rare,Legendary,Ultra Legendary,Ultra Legendary,Mythic,Legendary
20260313T232815.000Z,Quintillion,Heist,Bizarrecircus,heist,False,COLT,MICO,EL PRIMO,CORDELIUS,SIRIUS,MICO,Damage Dealer,Assassin,Tank,Assassin,Unknown,Assassin,Rare,Mythic,Rare,Legendary,Ultra Legendary,Mythic
20260313T232612.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,BIBI,COLT,DYNAMIKE,Assassin,Assassin,Unknown,Tank,Damage Dealer,Artillery,Legendary,Mythic,Ultra Legendary,Epic,Rare,Super Rare
20260313T232402.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,BULL,BIBI,SIRIUS,Assassin,Assassin,Unknown,Tank,Tank,Unknown,Legendary,Mythic,Ultra Legendary,Rare,Epic,Ultra Legendary
20260313T232208.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,CROW,SIRIUS,MORTIS,Assassin,Assassin,Unknown,Assassin,Unknown,Assassin,Legendary,Mythic,Ultra Legendary,Legendary,Ultra Legendary,Mythic
20260313T232041.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,SIRIUS,MICO,SIRIUS,EDGAR,BULL,Assassin,Unknown,Assassin,Unknown,Assassin,Tank,Legendary,Ultra Legendary,Mythic,Ultra Legendary,Epic,Rare
20260313T231854.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BERRY,COLT,RICO,MICO,SIRIUS,CORDELIUS,Support,Damage Dealer,Damage Dealer,Assassin,Unknown,Assassin,Epic,Rare,Super Rare,Mythic,Ultra Legendary,Legendary
20260313T231657.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MICO,SIRIUS,MICO,BULL,CORDELIUS,Assassin,Assassin,Unknown,Assassin,Tank,Assassin,Legendary,Mythic,Ultra Legendary,Mythic,Rare,Legendary
20260313T231509.000Z,Quintillion,Heist,Bizarrecircus,heist,False,MELODIE,BIBI,SIRIUS,CORDELIUS,MICO,SIRIUS,Assassin,Tank,Unknown,Assassin,Assassin,Unknown,Mythic,Epic,Ultra Legendary,Legendary,Mythic,Ultra Legendary
20260313T231256.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BIBI,SAM,SIRIUS,CORDELIUS,MICO,SIRIUS,Tank,Assassin,Unknown,Assassin,Assassin,Unknown,Epic,Epic,Ultra Legendary,Legendary,Mythic,Ultra Legendary
20260314T015655.000Z,Opening Move,Knockout,Retropolis,knockout,False,BYRON,PIPER,OLLIE,LILY,MOE,BIBI,Support,Marksman,Unknown,Assassin,Damage Dealer,Tank,Mythic,Epic,Mythic,Mythic,Mythic,Epic
20260314T015338.000Z,Opening Move,Knockout,Retropolis,knockout,True,BYRON,PIPER,OLLIE,PIPER,LEON,CROW,Support,Marksman,Unknown,Marksman,Assassin,Assassin,Mythic,Epic,Mythic,Epic,Legendary,Legendary
20260314T015148.000Z,Opening Move,Knockout,Retropolis,knockout,False,OLLIE,PIPER,BYRON,PIPER,GRAY,FRANK,Unknown,Marksman,Support,Marksman,Support,Tank,Mythic,Epic,Mythic,Epic,Mythic,Epic
20260314T014855.000Z,Opening Move,Knockout,Retropolis,knockout,True,BYRON,OLLIE,PIPER,LEON,RICO,PIPER,Support,Unknown,Marksman,Assassin,Damage Dealer,Marksman,Mythic,Mythic,Epic,Legendary,Super Rare,Epic
20260314T014613.000Z,Opening Move,Knockout,Retropolis,knockout,False,KIT,MANDY,LILY,BYRON,PIPER,OLLIE,Support,Marksman,Assassin,Support,Marksman,Unknown,Legendary,Epic,Mythic,Mythic,Epic,Mythic
20260314T014414.000Z,Opening Move,Knockout,Retropolis,knockout,False,BELLE,BIBI,CORDELIUS,BYRON,PIPER,OLLIE,Marksman,Tank,Assassin,Support,Marksman,Unknown,Epic,Epic,Legendary,Mythic,Epic,Mythic
20260314T014215.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,BYRON,KIT,OLLIE,PIPER,BYRON,Marksman,Support,Support,Unknown,Marksman,Support,Rare,Mythic,Legendary,Mythic,Epic,Mythic
20260314T013945.000Z,Opening Move,Knockout,Retropolis,knockout,True,ANGELO,LEON,RUFFS,BYRON,OLLIE,COLT,Marksman,Assassin,Support,Support,Unknown,Damage Dealer,Epic,Legendary,Mythic,Mythic,Mythic,Rare
20260314T013737.000Z,Opening Move,Knockout,Retropolis,knockout,False,MR. P,RICO,BIBI,BYRON,OLLIE,COLT,Controller,Damage Dealer,Tank,Support,Unknown,Damage Dealer,Mythic,Super Rare,Epic,Mythic,Mythic,Rare
20260314T013441.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,OLLIE,BYRON,CHESTER,MANDY,SIRIUS,Damage Dealer,Unknown,Support,Damage Dealer,Marksman,Unknown,Rare,Mythic,Mythic,Legendary,Epic,Ultra Legendary
20260314T013239.000Z,Opening Move,Knockout,Retropolis,knockout,False,BYRON,OLLIE,RICO,PIPER,GROM,FANG,Support,Unknown,Damage Dealer,Marksman,Artillery,Assassin,Mythic,Mythic,Super Rare,Epic,Epic,Mythic
20260314T013028.000Z,Opening Move,Knockout,Retropolis,knockout,True,BYRON,OLLIE,RICO,LILY,CROW,PIPER,Support,Unknown,Damage Dealer,Assassin,Assassin,Marksman,Mythic,Mythic,Super Rare,Mythic,Legendary,Epic
